선박,월,v_판정,주입TRO평균,배출TRO최대,주입전압,주입전류,미복귀트립,가스,전압미인가,★내라벨,종합요약(ai_remarks)
KMTC MUNDRA,2026-01,WATCH,6.73,4.38,4.57,2253.72,7,0,0,WATCH,"[운전 현황] 주입 8회 / 배출 8회. 주입 TRO 최솟값 0.14ppm / 평균 6.73ppm(5~10ppm 미달). 배출 TRO 최댓값 4.38ppm(IMO 기준 초과). 총 처리량: 주입 2467m³/2.71h, 배출 1196m³/1.35h.  ‖  [ECU] 전류 2253.72A / 유량 744.05m³/h / ANU Operating.  ‖  [TRO 경고] 배출 TRO 4.38ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  ⚠️ 기타 (Alarm 3건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  🔧 밸브 이상 (Alarm 7건) — 밸브 작동 중 ECS 비정상 종료. 밸브 현재 위치 확인 후 수동 리셋  ‖  🧪 중화제 이상 (Alarm 2건) — 중화제 보충 필요. 레벨 센서 및 공급 라인 밸브 점검  ‖  🔬 TRO 이상 (Trip 2건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  🚨 안전 경고 (Alarm 1건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  ⚠️ 반복 알람: CODE201(10회), CODE200(6회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [중복기록 의심] 2건.  ‖  [운항 해역] 동아시아, 동남아시아.  ‖  [종합] Trip 2건 발생, 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC HOCHIMINH,2026-02,WATCH,,,3.74,2579.18,6,0,0,WATCH,"[운전 현황] 주입 22회 / 배출 36회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신. 총 처리량: 주입 4551m³/6.55h, 배출 5069m³/8.21h.  ‖  [ECU] 전류 2585.76A / 유량 648.14m³/h / ANU Operating.  ‖  🔬 TRO 이상 (Trip 1건 / Alarm 1건) — Ballast >10mg/L 또는 Deballast >0.1mg/L(IMO)/>0.07mg/L(USCG). STS 주입 펌프 및 ANU 탱크 레벨 확인  ‖  💧 유량 이상 (Alarm 2건) — 유량 <15% (3분 지속 Alarm, 5분 Fault). 해수 펌프, 스트레이너 막힘, 흡입 밸브 점검  ‖  🚨 안전 경고 (Alarm 1건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  ⚡ ECU/전원 이상 (Alarm 1건) — 자동 운전 불가 상태. RCM 셀렉트 스위치 변경 또는 원인 알람 확인 후 리셋  ‖  🔧 밸브 이상 (Alarm 7건) — 밸브 공압 실린더, 리미트 스위치, 솔레노이드 밸브 점검  ‖  ⚠️ 반복 알람: CODE201(13회), CODE721(7회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [볼륨 미기록 의심] 1건.  ‖  [운항 해역] 동남아시아, 동아시아.  ‖  [종합] Trip 1건 발생. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC QINGDAO,2026-03,WATCH,,,,,13,0,0,WATCH,"[운전 현황] 주입 15회 / 배출 7회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신. 총 처리량: 주입 1888m³/3.23h, 배출 2562m³/5.61h.  ‖  🔧 밸브 이상 (Alarm 10건) — 밸브 작동 중 ECS 비정상 종료. 밸브 현재 위치 확인 후 수동 리셋  ‖  ⚠️ 기타 (Alarm 1건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  🧪 중화제 이상 (Alarm 2건) — 중화제(NaCl) 초기 충전 필요. 레벨 센서 영점 교정 및 탱크 상태 확인  ‖  🔬 TRO 이상 (Trip 1건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  🚨 안전 경고 (Alarm 1건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  ⚠️ 반복 알람: CODE731(9회), CODE721(8회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [볼륨 미기록 의심] 188건.  ‖  [운항 해역] 동남아시아, 동아시아.  ‖  [종합] Trip 1건 발생. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC HOCHIMINH,2026-04,WATCH,,,3.68,2732.82,10,0,0,WATCH,"[운전 현황] 운용 10일(발라스팅 9일 / 디발라스팅 7일). 주입 23회 / 배출 17회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신. 총 처리량: 주입 7528m³/10.36h, 배출 4075m³/6.44h.  ‖  [ECU] 전류 2732.82A / 유량 686.06m³/h / ANU Operating.  ‖  🧪 중화제 이상 (Alarm 1건) — 중화제 보충 필요. 레벨 센서 및 공급 라인 밸브 점검  ‖  🔬 TRO 이상 (Alarm 1건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  ⚠️ 기타 (Alarm 2건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  🚨 안전 경고 (Alarm 1건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  💧 유량 이상 (Trip 1건) — 유량 >110% (저염분 Mixing 시 >80%). 3분 지속 Alarm, 5분 Fault. 유량 조절 밸브 및 FMU 센서 점검  ‖  🔧 밸브 이상 (Alarm 8건) — 밸브 공압 실린더, 리미트 스위치, 솔레노이드 밸브 점검  ‖  ⚠️ 반복 알람: CODE200(8회), CODE220(6회), CODE727(6회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [종료시간 누락] 1건.  ‖  [운항 해역] 동남아시아, 동아시아.  ‖  [종합] Trip 1건 발생. 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC JEBEL ALI,2026-05,WATCH,5.18,5.15,3.75,2826.74,11,0,0,WATCH,"[운전 현황] 운용 7일(발라스팅 2일 / 디발라스팅 6일). 주입 15회 / 배출 22회. 주입 TRO 최솟값 0.1ppm / 평균 5.18ppm(5~10ppm 미달). 배출 TRO 최댓값 5.15ppm(IMO 기준 초과). 총 처리량: 주입 1368m³/3.65h, 배출 2985m³/9.23h.  ‖  [ECU] 전류 2826.74A / 유량 463.89m³/h / ANU Operating.  ‖  [TRO 경고] 배출 TRO 5.15ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  📡 통신 장애 (Trip 6건) — 해당 센서 배선 및 커넥터 점검. 센서 모듈 교체 필요 여부 확인  ‖  ⚠️ 기타 (Alarm 4건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  🔧 밸브 이상 (Alarm 14건) — 냉각수 공급 밸브(F.W Inlet) 리미트 스위치 및 공압 점검. 에어 벤트 확인  ‖  🔬 TRO 이상 (Trip 12건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  🚨 안전 경고 (Alarm 5건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  ⚡ ECU/전원 이상 (Alarm 1건) — 자동 운전 불가 상태. RCM 셀렉트 스위치 변경 또는 원인 알람 확인 후 리셋  ‖  🧪 중화제 이상 (Alarm 10건) — 중화제 보충 필요. 레벨 센서 및 공급 라인 밸브 점검  ‖  ⚠️ 반복 알람: CODE200(8회), CODE301(8회), CODE731(6회), CODE701(5회), CODE727(5회), CODE721(5회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [볼륨 미기록 의심] 10건, [중복기록 의심] 1건.  ‖  [운항 해역] 동아시아, 동남아시아, 인도양/중동.  ‖  [VRCS] 밸브 제어 시스템 알람 611건 — BWTS 판정과 별개로 별도 조치 필요.  ‖  [종합] Trip 18건 발생, 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC JAKARTA,2026-05,WATCH,4.82,1.41,4.92,1747.42,9,0,0,WATCH,"[운전 현황] 운용 2일(발라스팅 1일 / 디발라스팅 1일). 주입 3회 / 배출 4회. 주입 TRO 최솟값 3ppm / 평균 4.82ppm(5~10ppm 미달). 배출 TRO 최댓값 1.41ppm(IMO 기준 초과). 총 처리량: 주입 143m³/0.63h, 배출 222m³/1.25h.  ‖  [ECU] 전류 1747.42A / 유량 202.97m³/h / ANU Operating.  ‖  [TRO 경고] 배출 TRO 1.41ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  🚨 안전 경고 (Alarm 4건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  ⚡ ECU/전원 이상 (Alarm 1건) — 자동 운전 불가 상태. RCM 셀렉트 스위치 변경 또는 원인 알람 확인 후 리셋  ‖  🔧 밸브 이상 (Alarm 30건) — 밸브 공압 실린더, 리미트 스위치, 솔레노이드 밸브 점검  ‖  🔬 TRO 이상 (Alarm 1건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  ⚠️ 반복 알람: CODE721(26회) — 근본 원인 분석(RCA) 필요  ‖  [운항 해역] 동아시아, 동남아시아.  ‖  [VRCS] 밸브 제어 시스템 알람 1406건 — BWTS 판정과 별개로 별도 조치 필요.  ‖  [종합] 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC TIANJIN,2026-01,WATCH,,,,,14,0,0,WATCH,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  ⚠️ 기타 (Trip 1건 / Alarm 1건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  📡 통신 장애 (Trip 2건) — ECS 장비 간 통신 두절. 1분 지속 시 Shutdown. RTU/AIM 모듈 케이블 및 커넥터 점검  ‖  ⚠️ 반복 알람: CODE701(8회) — 근본 원인 분석(RCA) 필요  ‖  [종합] Trip 3건 발생. 즉각적인 장비 점검 및 원인 분석이 필요합니다. "
KMTC JAKARTA,2026-01,WATCH,6.05,0,6,1646.67,11,0,0,WATCH,"[운전 현황] 주입 1회 / 배출 4회. 주입 TRO 최솟값 6.05ppm / 평균 6.05ppm(5~10ppm 충족). 배출 TRO 최댓값 0ppm(IMO 기준 충족). 총 처리량: 주입 27m³/0.1h, 배출 25m³/0.12h.  ‖  [ECU] 전류 1646.67A / 유량 251.69m³/h / ANU Operating — 전류·유량·TRO 정상 상관관계 확인.  ‖  🔧 밸브 이상 (Alarm 20건) — 밸브 공압 실린더, 리미트 스위치, 솔레노이드 밸브 점검  ‖  🚨 안전 경고 (Alarm 1건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  ⚠️ 반복 알람: CODE721(31회), CODE727(5회) — 근본 원인 분석(RCA) 필요  ‖  [운항 해역] 동남아시아.  ‖  [종합] . 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC SHENZHEN,2026-02,WATCH,3.31,0.74,3.97,2174.69,3,0,145,WATCH,"[운전 현황] 주입 21회 / 배출 6회. 주입 TRO 최솟값 0.14ppm / 평균 3.31ppm(5~10ppm 미달). 배출 TRO 최댓값 0.74ppm(IMO 기준 초과). 총 처리량: 주입 2332.16m³/6.91h, 배출 822.39m³/2.44h.  ‖  [ECU] 전류 2174.69A / 유량 338.12m³/h / ANU Standby.  ‖  ⚡ ECU/전원 이상 (Alarm 1건) — 자동 운전 불가 상태. RCM 셀렉트 스위치 변경 또는 원인 알람 확인 후 리셋  ‖  ⚠️ 기타 (Trip 1건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  🔧 밸브 이상 (Alarm 3건) — 밸브 반복 개폐 감지. 공압 라인 누기, 리미트 스위치, 솔레노이드 밸브 즉각 점검  ‖  ⚠️ 반복 알람: CODE706(5회) — 근본 원인 분석(RCA) 필요  ‖  [운항 해역] 태평양.  ‖  [종합] Trip 1건 발생, 주입 TRO 미달, 배출 TRO 기준 초과. 즉각적인 장비 점검 및 원인 분석이 필요합니다. "
KMTC COLOMBO,2026-02,WATCH,6.67,0.96,,,5,0,0,WATCH,"[운전 현황] 주입 6회 / 배출 19회. 주입 TRO 최솟값 1.08ppm / 평균 6.67ppm(5~10ppm 미달). 배출 TRO 최댓값 0.96ppm(IMO 기준 초과). 총 처리량: 주입 5533.01m³/9.84h, 배출 7534.36m³/14.47h.  ‖  [ECU] 유량 533.44m³/h / ANU Operating.  ‖  🔧 밸브 이상 (Alarm 7건) — 밸브 작동 중 ECS 비정상 종료. 밸브 현재 위치 확인 후 수동 리셋  ‖  🔬 TRO 이상 (Trip 1건) — Ballast >10mg/L 또는 Deballast >0.1mg/L(IMO)/>0.07mg/L(USCG). STS 주입 펌프 및 ANU 탱크 레벨 확인  ‖  🧪 중화제 이상 (Alarm 3건) — 중화제 보충 필요. 레벨 센서 및 공급 라인 밸브 점검  ‖  ⚠️ 기타 (Alarm 1건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  ⚡ ECU/전원 이상 (Alarm 1건) — 자동 운전 불가 상태. RCM 셀렉트 스위치 변경 또는 원인 알람 확인 후 리셋  ‖  ⚠️ 반복 알람: CODE731(6회), CODE201(6회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [중복기록 의심] 2건, [운전시간 오류] 1건.  ‖  [운항 해역] 동남아시아, 인도양/중동.  ‖  [종합] Trip 1건 발생, 주입 TRO 미달, 배출 TRO 기준 초과. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC JAKARTA,2026-03,WATCH,4.9,6.28,4.08,1454.82,0,1,0,WATCH,"[운전 현황] 주입 96회 / 배출 122회. 주입 TRO 최솟값 0.14ppm / 평균 4.9ppm(5~10ppm 미달). 배출 TRO 최댓값 6.28ppm(IMO 기준 초과). 총 처리량: 주입 7681m³/39.78h, 배출 9332m³/40.06h.  ‖  [ECU] 전류 1455.43A / 유량 217.56m³/h / ANU Operating.  ‖  [TRO 경고] 배출 TRO 6.28ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  [알람없음] 이상 알람 없음.  ‖  [운전 이상] [중복기록 의심] 5건, [볼륨 미기록 의심] 4건.  ‖  [운항 해역] 동아시아.  ‖  [종합] 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC COLOMBO,2026-01,WATCH,6.04,6.17,,,7,0,0,WATCH,"[운전 현황] 주입 48회 / 배출 13회. 주입 TRO 최솟값 0.1ppm / 평균 6.04ppm(5~10ppm 미달). 배출 TRO 최댓값 6.17ppm(IMO 기준 초과). 총 처리량: 주입 11413.78m³/19.49h, 배출 10460.44m³/17.62h.  ‖  [ECU] 유량 581.79m³/h / ANU Standby.  ‖  [TRO 경고] 배출 TRO 6.17ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  🔬 TRO 이상 (Trip 1건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  ⚡ ECU/전원 이상 (Trip 1건) — ECU 내부 점검 — 전류 과부하(>PRU×1125A), 고압(>4.5bar), 고온(>45°C), VLS 에러 가능성. PRU 상태 및 전극 확인  ‖  🔧 밸브 이상 (Alarm 9건) — 밸브 작동 중 ECS 비정상 종료. 밸브 현재 위치 확인 후 수동 리셋  ‖  ⚠️ 반복 알람: CODE200(30회), CODE731(8회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [운전시간 오류] 1건.  ‖  [운항 해역] 인도양/중동, 동남아시아, 동아시아.  ‖  [종합] Trip 2건 발생, 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC PUSAN,2026-04,WATCH,,,-1,-1,3,0,0,WATCH,"[운전 현황] 운용 5일(발라스팅 4일 / 디발라스팅 3일). 주입 10회 / 배출 7회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신. 총 처리량: 주입 735m³/4.68h, 배출 691m³/3.39h.  ‖  🔬 TRO 이상 (Trip 4건 / Alarm 0건) — CLX 시약 유효기간 및 TSU Bypass Line 점검 / STS 주입 펌프 점검.  ‖  ⚙️ 밸브 이상 (Trip 0건 / Alarm 21건) — 밸브 상태 확인 및 BWTS 재시작 / 밸브 상태 확인 및 수동 조작 / 냉각수 밸브 점검 및 개방 확인 / 미처리수 배출 경로 확인 및 밸브 점검.  ‖  ⚡ ECU 이상 (Trip 1건 / Alarm 0건) — ECU 압력 센서 점검 및 필터 청소.  ‖  🌊 유량 이상 (Trip 2건 / Alarm 0건) — 유량계 점검 및 펌프 압력 확인.  ‖  ❓ 기타 (Trip 0건 / Alarm 2건) — 탱크 수위 확인 및 보충 / 탱크 수위 확인 및 소듐 첨가.  ‖  ⚠️ 반복 알람: CODE774(7회), CODE721(6회), CODE731(6회) — 근본 원인 분석(RCA) 필요.  ‖  [운항 해역] 동아시아, 동남아시아.  ‖  [VRCS] 밸브 제어 시스템 알람 208건 — 별도 조치 필요.  ‖  [종합] Trip 7건 발생, 주입 TRO 미수신, 배출 TRO 미수신. 즉각적인 장비 점검 및 원인 분석이 필요합니다."
KMTC QINGDAO,2026-04,WATCH,,,6.06,2729.26,9,0,0,WATCH,"[운전 현황] 운용 0일(발라스팅 0일 / 디발라스팅 0일). 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 미수신. 총 처리량: 주입 6719.96m³/582.66h, 배출 0m³/0h.  ‖  [ECU] 전류 2753.78A / 유량 582.66m³/h / ANU Standby — 정상 상관관계. 바이패스 운전 355건, 전압 미인가 의심 3건, 전류 미공급 의심 3건 발생.  ‖  🔬 TRO 이상 (Trip 4건 / Alarm 0건) — CLX 시약 유효기간 및 TSU Bypass Line 점검 / STS 주입 펌프 점검.  ‖  🌊 유량 이상 (Trip 0건 / Alarm 3건) — 필터 역세척 주기 점검 / 유량계 점검.  ‖  🚰 밸브 이상 (Trip 0건 / Alarm 6건) — 밸브 작동 상태 및 센서 점검.  ‖  ⚙️ 기타 (Trip 0건 / Alarm 2건) — 약품 탱크 레벨 확인 및 보충.  ‖  ⚠️ 반복 알람: CODE200(4회), CODE731(3회), CODE604(2회), CODE721(2회) — 근본 원인 분석(RCA) 필요.  ‖  [운전 이상] 펌프 미작동 695건, 미처리수 배출 1건, ECS 시작/정지 불일치 감지. IMO 위반 가능성 경고.  ‖  [VRCS] 밸브 제어 시스템 알람 24건 — 별도 조치 필요.  ‖  [종합] Trip 4건 발생, 여러 알람 발생. 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC ULSAN,2026-02,WATCH,3.09,0.06,4,1930,2,0,0,WATCH,"[운전 현황] 주입 1회 / 배출 3회. 주입 TRO 최솟값 0.62ppm / 평균 3.09ppm(5~10ppm 미달). 배출 TRO 최댓값 0.06ppm(IMO 기준 충족). 총 처리량: 주입 27m³/0.08h, 배출 52m³/1.24h.  ‖  [ECU] 전류 1930A / 유량 223.19m³/h / ANU Operating.  ‖  🔧 밸브 이상 (Alarm 4건) — 밸브 공압 실린더, 리미트 스위치, 솔레노이드 밸브 점검  ‖  🧪 중화제 이상 (Alarm 3건) — 중화제(NaCl) 초기 충전 필요. 레벨 센서 영점 교정 및 탱크 상태 확인  ‖  🔬 TRO 이상 (Alarm 1건) — Ballast >10mg/L 또는 Deballast >0.1mg/L(IMO)/>0.07mg/L(USCG). STS 주입 펌프 및 ANU 탱크 레벨 확인  ‖  ⚠️ 반복 알람: CODE303(10회), CODE721(6회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [볼륨 미기록 의심] 1건.  ‖  [운항 해역] 동아시아.  ‖  [종합] 주입 TRO 미달. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC ULSAN,2026-01,WATCH,6.97,0.08,4,1593.7,2,0,0,WATCH,"[운전 현황] 주입 3회 / 배출 2회. 주입 TRO 최솟값 6.68ppm / 평균 6.97ppm(5~10ppm 충족). 배출 TRO 최댓값 0.08ppm(IMO 기준 충족). 총 처리량: 주입 152m³/0.5h, 배출 229m³/1.13h.  ‖  [ECU] 전류 1593.7A / 유량 233.65m³/h / ANU Operating — 전류·유량·TRO 정상 상관관계 확인.  ‖  🧪 중화제 이상 (Alarm 5건) — 중화제 보충 필요. 레벨 센서 및 공급 라인 밸브 점검  ‖  ⚠️ 기타 (Alarm 2건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  📡 통신 장애 (Trip 1건) — 해당 센서 배선 및 커넥터 점검. 센서 모듈 교체 필요 여부 확인  ‖  🔧 밸브 이상 (Alarm 3건) — 냉각수 공급 밸브(F.W Inlet) 리미트 스위치 및 공압 점검. 에어 벤트 확인  ‖  ⚠️ 반복 알람: CODE303(15회), CODE301(8회), CODE302(5회), CODE773(5회) — 근본 원인 분석(RCA) 필요  ‖  [운항 해역] 동아시아, 동남아시아.  ‖  [종합] Trip 1건 발생. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC MANILA,2026-01,WATCH,6.4,2.42,2.99,2698.88,13,0,0,WATCH,"[운전 현황] 주입 7회 / 배출 13회. 주입 TRO 최솟값 1.8ppm / 평균 6.4ppm(5~10ppm 미달). 배출 TRO 최댓값 2.42ppm(IMO 기준 초과). 총 처리량: 주입 2255m³/5.12h, 배출 3479m³/8.46h.  ‖  [ECU] 전류 2698.88A / 유량 423.47m³/h / ANU Operating.  ‖  [TRO 경고] 배출 TRO 2.42ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  🔬 TRO 이상 (Trip 1건) — Ballast >10mg/L 또는 Deballast >0.1mg/L(IMO)/>0.07mg/L(USCG). STS 주입 펌프 및 ANU 탱크 레벨 확인  ‖  🔧 밸브 이상 (Alarm 17건) — 밸브 작동 중 ECS 비정상 종료. 밸브 현재 위치 확인 후 수동 리셋  ‖  🚨 안전 경고 (Alarm 1건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  ⚠️ 반복 알람: CODE731(11회), CODE721(5회) — 근본 원인 분석(RCA) 필요  ‖  [운항 해역] 동아시아, 태평양.  ‖  [종합] Trip 1건 발생, 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC JEBEL ALI,2026-01,WATCH,4.15,2.24,3.7,2607.66,0,0,0,WATCH,"[운전 현황] 주입 34회 / 배출 16회. 주입 TRO 최솟값 0.46ppm / 평균 4.15ppm(5~10ppm 미달). 배출 TRO 최댓값 2.24ppm(IMO 기준 초과). 총 처리량: 주입 4420m³/12.75h, 배출 4352m³/7.48h.  ‖  [ECU] 전류 2607.66A / 유량 435.05m³/h / ANU Standby.  ‖  [TRO 경고] 배출 TRO 2.24ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  [알람없음] 이상 알람 없음.  ‖  [운전 이상] [중복기록 의심] 2건.  ‖  [운항 해역] 동남아시아, 인도양/중동.  ‖  [종합] 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC JEBEL ALI,2026-02,WATCH,4.58,3.04,3.73,2028.07,0,0,0,WATCH,"[운전 현황] 주입 3회 / 배출 14회. 주입 TRO 최솟값 3.41ppm / 평균 4.58ppm(5~10ppm 미달). 배출 TRO 최댓값 3.04ppm(IMO 기준 초과). 총 처리량: 주입 150m³/0.5h, 배출 1880m³/5.29h.  ‖  [ECU] 전류 2028.07A / 유량 300m³/h / ANU Operating.  ‖  [TRO 경고] 배출 TRO 3.04ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  [알람없음] 이상 알람 없음.  ‖  [운항 해역] 동아시아, 동남아시아, 인도양/중동.  ‖  [종합] 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC MUNDRA,2026-02,WATCH,6.41,0.22,3.9,2040.67,3,0,0,WATCH,"[운전 현황] 주입 2회 / 배출 2회. 주입 TRO 최솟값 0.1ppm / 평균 6.41ppm(5~10ppm 미달). 배출 TRO 최댓값 0.22ppm(IMO 기준 초과). 총 처리량: 주입 1407m³/2.93h, 배출 2515m³/3.08h.  ‖  [ECU] 전류 2040.67A / 유량 652.59m³/h / ANU Operating.  ‖  🔧 밸브 이상 (Alarm 4건) — 밸브 공압 실린더, 리미트 스위치, 솔레노이드 밸브 점검  ‖  🔬 TRO 이상 (Trip 1건 / Alarm 1건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  💧 유량 이상 (Alarm 1건) — 유량 <15% (3분 지속 Alarm, 5분 Fault). 해수 펌프, 스트레이너 막힘, 흡입 밸브 점검  ‖  ⚠️ 반복 알람: CODE200(5회) — 근본 원인 분석(RCA) 필요  ‖  [운항 해역] 기타, 동남아시아.  ‖  [종합] Trip 1건 발생, 주입 TRO 미달, 배출 TRO 기준 초과. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
